client_id,first_name,last_name,address,email,phone_number,account_creation_date,account_status
8f39ff8a-d526-4a9d-a8b3-cf4cfeab331d,Mark,Rodriguez,"1923 Nicholas Fields, Randyshire, OH 25249",mark50@example.com,+1-701-838-8341x2985,2015-10-22,active
e0ccb37b-999e-409c-93d0-f1138d110249,Daniel,Webb,"462 Reid Spur Suite 786, South Karen, AS 89596",lopezpeter@example.org,+1-505-643-2282x362,2015-06-23,active
02685dcc-e97e-4ee9-9dab-cafa7ed1bee9,Stacey,Wise,"2572 Michael Rapids Apt. 072, Josephberg, GU 94237",roysandra@example.net,807.738.5108x387,2022-09-06,suspended
f1e653b9-45ed-45e4-925c-efa20e1fb321,Kimberly,Gutierrez,"37482 Jeffrey Lane Suite 646, Jonathantown, TN 76578",charles38@example.com,(930)632-3824,2022-02-10,closed
540df3fd-b6e6-42a4-9ca5-b8c060fb8c38,Richard,Torres,"45224 Christy Lakes Apt. 407, New Annaberg, WI 72088",amandarose@example.com,(266)905-7412x42161,2019-01-31,inactive
4f3689ac-77cb-4d89-82a3-58f1e809ba6d,William,Reyes,"PSC 4754, Box 8434, APO AP 65470",jessecollins@example.net,953-813-7716x070,2016-04-13,active
8142a883-e92f-4f3c-b2a3-dc0d579cd66a,Amy,Bates,"900 Graham Forges Suite 997, Williamsfort, MO 51365",michaelwilliams@example.org,+1-528-854-3903x46699,2018-06-21,active
03939e1a-7f52-486e-aa1e-f96596257792,Vicki,Hensley,"1837 Emily Station Apt. 021, Lake Jenniferton, DE 26923",christopher09@example.org,+1-795-785-7088,2023-05-25,active
aa27f113-7a36-4d45-86d7-afd2c65314a7,Jill,Stephens,"775 Adrian Trace, East Julie, HI 85147",brianpayne@example.net,947-879-7106,2021-04-16,inactive
ba8f4dfd-df88-4a41-81c3-97d60ba2007a,Colin,Torres,"912 Mark Locks, Rodriguezshire, NV 29480",perrychristine@example.com,001-922-383-7151x51540,2017-12-26,closed
b2e9d922-faba-43ae-9484-62df0e7c34be,Keith,Allen,"752 Flynn Drive, North Kennethborough, AL 63790",ewalter@example.net,(820)258-8236,2018-06-22,inactive
e1b7778a-6136-4c63-8686-177235ade064,Whitney,Oconnor,"362 David Meadows, Lawrencetown, DC 44320",mary35@example.net,353-484-8796x44808,2020-10-05,inactive
d5f364e1-dec4-4511-872b-ccb7ef0ad2ef,Mary,Lewis,"6890 Timothy Ville Suite 929, Andersonton, NY 21740",brownrobert@example.com,001-336-461-6647x85842,2018-01-25,active
921afaf1-325b-4a2d-b559-b2849ac029e6,Theresa,Mckenzie,"6161 Arellano Wall Apt. 751, North Deanna, NH 37391",christopher50@example.org,+1-829-611-2919x03664,2018-04-06,active
116332f8-fb07-4a61-a64e-9c4713509b29,Mitchell,Ellis,"PSC 3899, Box 0104, APO AP 90127",goldenjasmine@example.net,2955488037,2021-11-05,inactive
7ae6a3a9-3c86-42b3-a9dc-1dc1556075c3,Roy,Hunt,"401 Parsons Ports, Adamshaven, SD 55980",sarah43@example.com,(725)823-7859x235,2016-03-14,closed
2919bdfd-7906-4d85-af94-1b84e8c9e03e,James,Carter,"788 Julie Turnpike, East Heathertown, OK 43371",smithrobert@example.org,(384)657-6905x89785,2023-07-29,suspended
a20d5a8c-eaf8-4cd5-ac0e-0f66967b27b7,Tamara,Holland,"16919 Gardner Garden, Wardfurt, AZ 72959",donna95@example.org,(373)286-0173x6849,2020-09-20,active
012fc938-9317-422e-ac79-25c50264d58d,Brad,Ryan,"1793 Vaughan Crescent, North Katelynland, MI 02120",joanna52@example.org,(998)787-4748x480,2015-03-02,active
d0613a36-0828-471e-acdf-a02ac223c80e,Jamie,Rodriguez,"712 Stevens Mountains Apt. 956, Katiemouth, TN 48901",gainesjoseph@example.net,8612877543,2024-03-28,suspended
77f5b6da-4e3f-43ae-b36b-1d799cb5cc09,Ana,Lee,"07236 Gallagher Island, Mitchellport, UT 51215",franciscorusso@example.net,301-822-4643,2017-12-23,active
5ba4123a-1a36-426d-a280-75175ef341be,Richard,Cowan,"38691 Nicholas Isle Suite 333, Jillshire, RI 83587",msalinas@example.net,672-550-7470,2018-07-16,inactive
9e89aaa3-732b-4059-bb74-b856f5b188b5,Monique,Wilson,"Unit 0079 Box 4358, DPO AE 12082",john28@example.org,+1-846-935-6103,2024-02-25,inactive
302c7154-8ecd-4fcb-9acc-1cb1b35bdcbb,Cynthia,Huff,"Unit 2666 Box 3201, DPO AE 16694",browngary@example.net,+1-224-929-9598x0184,2021-10-07,active
42a438bd-623e-41c7-a6cc-78903e3072c1,Andrea,Ryan,"27706 Norman View, Janiceshire, VA 90769",plee@example.com,656.622.0168x335,2024-09-09,active
752236d4-c97d-42ad-86a3-ac2fbe9c676a,Anthony,Johnson,"50733 Mullen Vista, Gomezland, MD 65785",tinamoore@example.org,3493559304,2017-11-04,active
b9750730-3b1d-441d-81b1-9156d126bea1,Patrick,Smith,"Unit 4683 Box 5246, DPO AA 15849",jamespeterson@example.net,727.427.5652,2022-02-24,inactive
fe43e70d-de11-417e-8a55-86e807983508,Janice,Garcia,"485 Patrick Wells Apt. 301, New Matthew, AZ 62085",christiedunlap@example.com,771.529.7564x5744,2015-11-04,inactive
b2b66c63-ff52-4088-86ca-dafe9a211e16,Robert,Gibson,"USNS Johnson, FPO AP 63159",gregorycolon@example.com,5514787876,2022-08-16,suspended
0954ad34-8820-4219-a885-d8b80e6fcbb8,Edward,Hernandez,"86457 Jimenez Squares, Angelafurt, NJ 93724",ryanwalters@example.net,001-955-956-7575x276,2019-11-26,suspended
5eba3d69-d69d-4cbf-a674-553f292d0008,Reginald,White,"Unit 4652 Box 9072, DPO AP 34112",floresmicheal@example.org,(650)939-3368,2019-02-12,closed
35d1a13d-9076-4d9e-b3dc-484faba1906f,Michael,Rogers,"13130 Freeman Loaf Suite 114, Mcbrideton, DE 36563",williamsfelicia@example.com,001-477-683-1779x445,2017-07-02,closed
245a3e60-2c1d-4b88-a9d6-6626fbf5ba06,Alan,Cross,"76555 Crawford Groves Apt. 502, Bradleyland, NY 78912",laurapineda@example.com,+1-360-444-6949x610,2022-12-31,inactive
b88ec9dd-c83c-4bff-995e-1da0e07ba3fe,Edwin,Sanchez,"Unit 9445 Box 2348, DPO AP 74261",sodonnell@example.org,(565)915-5365,2023-02-23,closed
f62d4e6f-009d-4609-9e77-c0b2a7220c4a,William,Sanchez,"954 Jillian Groves, Lake Laura, RI 45283",cscott@example.net,754.914.9378,2015-09-17,inactive
0eafb7ca-9e3b-4625-8d54-d5c58290b945,William,Arroyo,"63384 Ball Burg Apt. 362, Brittanyfort, HI 21567",johnbell@example.net,391-358-7467,2021-10-13,suspended
09a9eae8-6595-40f2-9b6b-e91735f13d6b,Sarah,Holmes,"523 Gonzales Overpass, North Julie, NC 37969",lorilewis@example.com,001-935-278-4039x41638,2019-03-22,suspended
05c16601-768b-4cf8-af86-3bbd46389ecb,Tina,Watson,"94381 Murphy Corners, Davidtown, FL 14596",jwilliams@example.com,(872)847-5745x698,2016-10-19,suspended
b3539184-c543-446a-a99e-a7662e69e454,Renee,Rowe,"24064 Jones Isle Suite 568, New Lauren, FM 40499",lisa57@example.com,989-900-4779,2017-05-11,closed
0bb6a5f3-d315-4655-b635-01f919fbece8,Christopher,Reed,"7166 Aaron Way Apt. 673, North Jenniferstad, MN 95934",christine39@example.net,(425)962-6093x569,2016-05-25,active
011354bd-067e-46ad-baa2-b81b378a9a2b,Justin,Cline,"7126 Cynthia Green Suite 230, Sanchezside, ND 07828",grossalbert@example.net,(429)366-9502x099,2024-01-20,inactive
710a855b-c8d2-458b-8dab-ee9aaeeddaec,Michael,Johnson,"12020 Brianna Keys Suite 855, North Courtney, NC 52711",tyler20@example.org,+1-273-649-7337x0719,2020-02-14,suspended
64cf6990-d8fb-4fa7-a9c2-ccc15b8b8d25,Nicole,Figueroa,"94205 Lisa Village Apt. 689, East Richard, NV 26031",richard33@example.net,001-324-241-5546x3683,2018-02-20,closed
44a498c1-28f9-413b-870f-5e1c4996f81f,Nicole,Davis,"8904 Chaney Lodge, Mariachester, SD 22765",martincolton@example.net,+1-762-809-0437x5919,2021-08-15,suspended
bdae0a38-a3b6-49be-8d07-49e02a667648,Bryan,Soto,"9622 Laura Avenue Suite 183, Lake Meganburgh, DC 15592",sgordon@example.net,+1-303-606-6289x9387,2016-09-29,inactive
67485baf-ce19-4db3-9b5a-dd8fe94c7500,Renee,Thomas,"2450 Joshua Trail Suite 778, Pattersonside, GU 63863",schroedervanessa@example.com,748-971-0142x6084,2020-07-17,active
b69c9837-ac39-438a-88ca-e4d4db0c2809,Robert,Ward,"1566 Jennifer Plains, West Melissa, NC 69099",belliott@example.com,992.888.0839,2021-04-19,suspended
8c79ca9b-0719-483f-9de8-f723100e5f2c,Allison,Lawrence,"3762 West Ranch, New Charles, FM 55909",samantha30@example.net,390.531.0791,2015-07-27,inactive
163b9b16-9080-4352-9443-e9d52cb20687,Brian,Nguyen,"34771 Fowler Shore, Walkerport, VI 76433",manningbrendan@example.net,337.980.2142,2023-12-28,suspended
4a39ddc3-2b29-4547-8839-6b901c5b5e5c,Victoria,Castro,"27512 Lee Viaduct Apt. 245, North Kathrynstad, AL 48163",kayla06@example.net,001-653-865-6884x928,2016-05-05,inactive
608875ce-40f6-405f-af5b-9fc7d09950ee,James,Munoz,"PSC 9391, Box 6645, APO AE 15228",nrodriguez@example.com,882.339.8568,2017-11-07,closed
3bc6d77e-72fa-4e02-81b3-dfa1f03327d6,Matthew,Hoffman,"687 Thompson Fall, Kirkton, DE 66134",scottlisa@example.net,945-808-6187,2024-06-15,inactive
b9224717-7608-4576-84ff-ead78ccadc3e,Aaron,Adams,"7104 Rodney Brooks, Susanmouth, IN 35905",mcdonaldmary@example.org,+1-586-230-8561x9931,2016-03-22,active
8049055d-390f-4cd8-857f-5ce387f7e5d1,Donna,Knight,"PSC 0582, Box 4049, APO AA 38270",victoriaswanson@example.net,6958566493,2015-07-29,inactive
83c07338-f87f-4224-869b-50c0fceef914,Kimberly,Hodges,"373 Ryan Extensions, Patriciamouth, KY 53787",bernardcervantes@example.net,+1-335-698-4018x486,2020-10-01,closed
06a019c1-c579-477f-9255-c32943b5fc31,Steven,Marquez,"8421 Fuller Courts, Port Lauratown, GU 11741",yharris@example.com,463.391.4113,2024-03-08,suspended
5bf30ed3-45be-4e44-93d1-1312e496241b,Rebecca,Holland,"7595 Brandy Loaf, Port Bryanburgh, KS 78911",matthew09@example.net,+1-762-267-3177x42702,2018-07-23,inactive
9f7d3eb5-d3dd-4c9d-b9ab-290824c65b59,Carolyn,Kelly,"910 Wood Mill, South Laurenborough, NM 77396",susanvelazquez@example.net,460-704-0299x451,2016-07-14,active
a908a9de-2152-4faf-b356-5be75b8970df,Darryl,Gonzalez,"558 Alisha Flat, South Brittneyshire, MO 58164",andersoncrystal@example.net,+1-764-834-2478x319,2018-01-30,closed
7912893a-af5b-473f-9dd8-c60da83da10d,Michael,Christian,"212 Ashley Stravenue, North Douglasberg, MD 38796",reeveszachary@example.net,359-601-0052,2019-04-02,closed
d1acd1ae-93cd-40b4-91eb-3703d08ec540,Stacey,Roy,"686 Mason Trail, Manuelville, IA 29893",mercercarrie@example.net,600.850.0064,2024-09-30,active
6dc0ca49-3a58-4588-89af-25dda36ac7e6,Paul,Tyler,"PSC 5864, Box 7851, APO AP 88066",fordshelley@example.net,+1-382-839-2996x357,2023-07-13,inactive
52edfe6d-4eb1-4f1f-98a9-de3722370238,Julie,Hernandez,"44401 Bryant Coves Suite 020, Thomasfort, ND 09779",collincollins@example.com,(677)543-8805x691,2023-01-02,active
432b0fd5-cfaa-40ae-a9a3-fef36cd89ae7,Laura,Baird,"2022 April Causeway Suite 379, Ronaldhaven, CA 77493",beasleydanny@example.org,+1-506-338-0394x594,2024-04-12,inactive
c70fe0e0-c634-454d-a240-7188af8366c0,Danielle,Lopez,"7288 Wagner Orchard Suite 527, North Wandashire, HI 48116",teresahuber@example.com,607.533.3280,2023-06-13,suspended
7e63739a-6ceb-4c62-b146-119d59ef6dc7,Jose,Williamson,"696 Jeffrey Alley, West Carl, MS 70335",scott89@example.org,658-320-6309x77809,2019-11-26,suspended
f103d742-73f1-46c9-b0b8-317679f97f5f,Lindsey,Davis,"65407 Hanson Prairie, North Matthewberg, KS 20301",tiffany30@example.net,201-783-5548x0221,2021-02-04,suspended
f4c1861c-61e8-4407-a5a3-4950e84ae919,Shannon,Brock,"653 Roberts Cove Apt. 936, Herbertborough, WY 04085",osmith@example.net,(929)633-2838x588,2020-03-17,suspended
553abc2e-2804-4370-a6f8-19afc767c3d7,Kristina,Benton,"923 Stephanie Unions Suite 912, North Leroymouth, VT 47017",whiteheadgina@example.org,001-233-587-2596x3913,2019-10-08,closed
ef9e9954-6565-4742-ad4a-d492a723d46c,Sarah,Parker,"7625 Davis Fall, West Kendrastad, MI 52470",robinthompson@example.com,+1-803-600-5520x63543,2023-04-18,inactive
cea0d47a-9e8b-4a08-83c3-02c362a06dca,Nicole,Reilly,"733 Tammy Extension Suite 583, Maryhaven, DC 22485",lstevenson@example.com,249.213.6126,2015-04-17,suspended
d9313b38-b5de-4e69-9eab-9368d92799cf,Jeffrey,Jordan,"02883 Scott Mall Suite 876, West Cheyennechester, PW 88578",matthew93@example.net,+1-291-883-8837,2017-05-10,closed
e07455f4-cece-465a-9b27-86f2c049bb29,Valerie,Noble,"67333 Freeman Turnpike, South Carolmouth, SC 51855",ismith@example.com,730-695-9211,2025-01-08,suspended
f4e77977-505d-484b-b282-9fc5a7efe6ff,Eugene,Lynch,"0365 Mills Prairie, North Jessicafort, KY 88810",michellecannon@example.org,(535)723-1545,2019-04-18,inactive
8868ac36-8473-42bf-b8bc-49e975f1c0dd,Jimmy,Griffin,"076 Michael Shores, West Douglasberg, MH 32257",wilsonkatelyn@example.com,001-741-558-5574,2017-02-20,closed
91e7d173-63ec-4a52-aa35-21619e3337c0,Joseph,Wyatt,"29158 Lowery Mountains Apt. 169, East Patriciashire, IN 62978",richardlong@example.org,001-707-380-1346x8388,2018-05-22,inactive
a59427c1-4616-424e-83a1-6f82252b73fd,Travis,Nelson,"8429 Michael Loop, North Stephanie, VI 85616",denisehughes@example.net,9239527433,2020-02-23,suspended
0486c111-2252-4265-aee5-9ef156ea76f2,Danny,Thomas,"58314 Sheila Hill, Garystad, GA 03648",villegasalexis@example.org,(299)372-4554x3096,2015-05-02,active
82b96859-1168-4004-8c1f-ede2e2acac04,Cheryl,Green,"824 Gina Plaza, South Patricia, KS 83952",millertheresa@example.org,(655)461-7975x8028,2018-09-11,inactive
d8ae6602-4bf8-474c-8632-eb0ea77cf700,Thomas,Murray,"5039 Theresa Centers Suite 878, Susanburgh, SC 81372",travishill@example.org,(743)900-6897x634,2016-02-07,active
83461507-c474-4c9e-9253-5d397afa93f5,Lori,Wilson,"5691 Fox Bridge Apt. 032, New Wayne, WI 68693",mikemcbride@example.net,001-697-298-5356x575,2024-07-24,inactive
2d3f4b50-9f9e-4889-bf12-3bf78bfc3c6d,Larry,Mejia,"043 Hunt Fort, New Justinchester, MI 44297",turnerjonathan@example.com,+1-442-718-9171x08678,2018-10-30,closed
779134a7-f543-4a08-863e-4d3b115805ff,Janet,Perez,"7116 Frazier Lodge Apt. 256, North Jessicaview, SD 08396",douglasbarr@example.com,+1-926-851-1496x86506,2020-02-09,closed
26fe193b-28fd-4b83-9430-6b4efb6a1e40,Madeline,Warren,"3328 Clark Field, North Douglas, AR 24507",richardbennett@example.org,(943)760-3282x66564,2020-11-09,inactive
c5523260-59b0-4333-8888-51bfa144d3f7,Jerry,Wheeler,"23492 Rebecca Lights, New Judy, NM 23425",holly77@example.org,642-706-6788,2023-10-06,inactive
f455eeb5-6e0e-4d35-bce9-94bf39d86103,Susan,Walker,"39811 Jessica Highway, Whiteville, GU 50410",cathy19@example.org,+1-496-890-2292x8224,2021-09-30,active
7cf2c37c-26d7-4bbc-9d70-292e5f1c4171,Desiree,Parsons,"45325 Matthew Passage Apt. 350, Richardmouth, PA 67017",cassandra97@example.net,001-737-344-8124x394,2020-01-17,suspended
a28095a4-791f-4012-9488-589e33d9681f,Allison,Allen,"02423 Joseph Valleys, Williammouth, NE 20939",wongmark@example.com,+1-556-398-6170x972,2022-12-31,active
4c91be86-6c9d-4503-b623-1e63df9db32a,Loretta,Mcintosh,"4453 Murphy Run, Lake Matthewborough, WI 06494",david50@example.com,(900)326-1881,2022-06-13,closed
fdf639e9-46c3-45d3-b76f-83f7de6d1cc2,William,Flores,"3062 Andrew Camp, Dayshire, WV 06599",nicole89@example.net,001-397-374-4496,2021-08-16,inactive
a5316534-596b-46e1-9174-996552d26021,Henry,Braun,"88308 Ryan Crest, Kellerton, NJ 63351",jonathansimmons@example.com,(662)277-6584,2022-11-25,inactive
91b27349-0e1c-4844-8294-d47c03ddedfd,Thomas,Holmes,"34903 Jill Alley, North Andre, CT 49946",smithjared@example.net,384-342-2805x06498,2015-11-18,closed
69db926b-778c-4090-a7c9-cc5560c5d45a,Karen,Barr,"4009 White Summit Suite 301, South Albertville, RI 43401",sfisher@example.org,(638)729-1297,2018-10-02,active
450c6e04-30ec-4dfb-88dd-901c58d4ecfa,Alicia,Miranda,"46711 Larsen Drive, South Paulville, AR 51935",johnsonlarry@example.net,9456231822,2015-02-19,closed
79f904e9-3bf5-4796-adf6-a84d2c4e965e,Stacie,Sloan,"93921 Strong Manors, Barryville, IN 88264",hmartinez@example.org,+1-269-447-0421x103,2018-05-14,closed
eb442b48-dca4-4006-9b2d-81df172800bd,Jill,Mcgrath,"60619 Anthony Expressway Suite 668, Port Roseborough, AS 16069",ttaylor@example.net,(652)719-4875x460,2018-11-29,active
6eb44866-644e-4ab1-9b94-7b2469530299,Bailey,Horn,"76760 Sexton Station, East Aaron, VT 27686",michael79@example.com,+1-979-838-3372,2016-03-02,closed
784b4c22-3954-40c2-9a2f-27f0b1c326cb,Katherine,Combs,"504 Kent Bypass Apt. 136, New Monica, VI 55737",wilsonjoshua@example.com,706.964.8092,2023-04-12,active
04c3587f-b9c0-4b13-ae49-941c88197e2c,Jeffrey,Hampton,"USS Smith, FPO AA 35313",austinalvarez@example.com,+1-487-582-2111x0112,2024-03-10,closed
b822475d-c6aa-461a-a530-b396ec09fd26,Samuel,Moore,"294 Rios Dale Apt. 038, Trevinomouth, OH 55995",carrjennifer@example.org,9023494352,2022-06-08,inactive
2de67cb1-bbb3-41ec-afbe-a6f509f8130d,Christina,Smith,"5846 Contreras Shoal, Garciashire, SC 63923",thomas46@example.net,371-633-0374x09773,2017-12-23,closed
e512129f-47da-4057-a1da-d329b577874f,Cynthia,Wright,"506 Hopkins Port, Jameston, NC 43733",danieldaniel@example.com,272.687.4912,2020-12-14,suspended
ab73644f-4464-427d-a423-c5270a1b7de9,Michael,Estrada,"6218 Margaret Vista Suite 113, Guerrerostad, NJ 88781",michael11@example.net,(332)933-6214x587,2016-10-29,suspended
ae8e38d6-5118-4f85-a470-6ae439abe796,Michael,Herman,"309 Stout Bridge Apt. 424, Miguelshire, TX 47550",robertrobinson@example.org,(636)753-6227,2019-11-24,active
efbcf74c-5785-4dfb-b42a-dfbe847a2f96,Kenneth,Norton,"6156 Gaines Path, Hudsonmouth, NV 27082",danieljefferson@example.com,906.669.0140,2021-11-02,suspended
0bdb7a4a-33a7-4d6b-bdbb-b16511964eab,Rebecca,Padilla,"72901 Hernandez View, Port Sharon, WV 65165",dnguyen@example.com,+1-422-366-5213x130,2020-07-05,active
5a7fbeda-a63e-4743-9ddc-3728e6104f6e,Jason,Booker,"61677 Wallace Valley, Johnsonberg, MS 90658",otrujillo@example.com,+1-699-665-4864,2015-11-20,closed
f8f0257a-2c05-43bf-8c8c-2faee5da62f1,Stephanie,Raymond,"82896 Hardy Gardens Apt. 444, Nguyenberg, ND 13240",ashleypage@example.org,(332)416-7724x40216,2015-07-31,inactive
f375cccb-9cee-4f39-b0c1-287158f50285,Kelly,Hoover,"28175 Villarreal Loop, Lopezchester, FM 90885",qshields@example.com,9716252937,2019-07-17,active
241a164e-f9e5-4361-8382-716dc9b254db,Jessica,Gonzalez,"953 Nancy Meadow, Jamesview, AS 39427",mbrown@example.org,+1-277-382-1406x6222,2023-07-04,inactive
2db173d4-f91c-4c63-a820-6403ec5b3445,Thomas,Miller,"79387 Elizabeth Overpass, East Nancyhaven, MT 48542",ramseyraymond@example.com,238-869-4639,2015-04-27,suspended
1a1fa61c-6f59-4ad1-90f9-b72a0ca240cb,Richard,Smith,"87800 Sabrina Summit Suite 729, Theresashire, ND 70982",rogerburke@example.org,+1-869-448-1679x883,2021-02-24,active
2e12b373-7cc2-4857-acea-479be895539f,Jessica,Gonzalez,"63281 Paula Lane Apt. 138, East Christy, MN 09725",alicia87@example.org,6387221511,2016-09-20,closed
366e5910-514c-48e3-8369-95c132ff8807,Alexa,Kerr,"8712 Jasmine Shoals, North Anthonyton, IA 06170",xwilson@example.org,760-451-0270x633,2018-08-13,inactive
9a65e8ba-8488-424a-b1bf-50e453dc97c0,Katherine,Petersen,"2410 Tran Turnpike Apt. 757, Ericmouth, KS 64812",xwalsh@example.org,001-823-676-0450,2018-12-01,inactive
e4e73bbb-3f10-4672-8a57-54f1bac8e1f9,Jonathan,Williams,"04949 Mendez Dale, Coffeymouth, IN 30800",singhbenjamin@example.net,434.367.5019x909,2021-01-01,suspended
47b1a5b2-f336-4e58-b2c0-c92a30fda4df,Rachel,Taylor,"751 Jeffrey Lights Apt. 064, East Tyler, NH 48520",sarahcross@example.org,(959)531-5368x0028,2021-12-13,suspended
da463f89-4d93-491e-97ff-403f81e13ca8,Amy,Hurst,"964 Leach Hill Suite 078, Melissastad, DE 55166",rhondadonovan@example.org,574.697.5177x39392,2015-02-15,suspended
a238c9f1-3576-4138-89b3-ac1f6426db2f,Elizabeth,Jenkins,"USCGC Brown, FPO AP 27862",thomaschristina@example.com,784-846-7785,2020-11-14,active
56b9a61f-927e-45d7-9e52-f1d7142b40cb,William,Brooks,"1672 Thompson Island, Fosterport, FM 04166",william83@example.net,202.710.7088x6468,2024-11-27,closed
8e3f94a0-5a00-4086-bb87-3dbd092e38be,Tiffany,Howard,"569 Johnson Islands, Rachelshire, PW 72123",anthony52@example.net,+1-389-966-8772x919,2024-09-09,suspended
